,Emails,label
833,skyped wit sura pleasure company hope ultimatum countin aburo enjoy message day ago,0
834,surely result offer,0
835,morning dear great amp successful day,0
836,anytime network min text video phone pound week call reply delivery tomorrow,1
837,sir late paying rent past month pay charge felt inconsiderate nag give great cost speak recession pay charge month askin ahead month,0
838,contact offer video phone anytime network min half price rental camcorder call reply delivery wed,1
839,chance claim worth discount offer mobile remove txt stop,1
840,love soo donaot understand special ring love xxx,0
841,pls send comprehensive mail paying,0
842,prashanthettan mother passed away night pray family,0
843,urgent call landline complimentary ibiza holiday cash await collection sae box ppm,1
844,,0
845,shit suite xavier decided give second warning samantha coming playing jay guitar impress shit doug realizes live anymore,0
846,stomach trauma swear eat lose weight,0
847,office matter message call break,0
848,barely room fucking shoe sorry,0
849,today offer claim worth discount voucher text savamob member offer mobile unsub reply,1
850,reach orchard wan buy ticket,0
851,real baby bring tigress,0
852,run activate full version,0
853,poor baby hope urfeeling bettersn love probthat overdose work hey careful spoke lot lovejen,0
854,stop story told returned order,0
855,talk sexy make friend fall love world discreet text dating service text vip meet,1
856,babe,0
857,ana tomarrow coming morning decimal sathy rto office reply home,0
858,spoon,0
859,named tampa,0
860,work,0
861,brother genius,0
862,sorry guess hold connection hour text,0
863,find time bus coz sort stuff,0
864,lotta corvette,0
865,congratulation awarded yr supply cd virgin record mystery gift guaranteed call approx,1
866,consider wall bunker shit important play peaceful guess place high matter,0
867,private account statement xxxxxx show point call identifier code expires,1
868,posh bird chap user trial prod champneys put address dob possible,1
869,xmas free text message video phone half price line rental call free find,1
870,officially philosophical hole call home ready saved,0
871,problem experience understand american customer voice,0
872,text drop,0
873,ugh long day exhausted cuddle nap,0
874,talk atleast day miss friend world shesil,0
875,shop drop cash travel voucher call ntt box fixedline cost mobile vary,1
876,castor,0
877,sunshine quiz wkly win top sony dvd player country liverpool played mid week txt ansr tyrone,1
878,secret admirer make contact reveal think,1
879,secret admirer make contact reveal think,1
880,reminder downloaded content paid goto http mymoby collect content,1
881,knew giving break time woul lead wanting miss curfew gibe midnight movie home getsleep studdying ear training,0
882,love give massage lot baby oil fave position,0
883,,0
884,yoyyooo change permission drive mac usb flash drive,0
885,gibbs hussey,0
886,talk,0
887,dun cut short leh dun failed sad,0
888,unbelievable faglord,0
889,knew time murder,0
890,princess,0
891,great princess,0
892,nutter cutter ctter cttergg cttargg ctargg ctagg,0
893,busy bored message oso colour choose,0
894,class early tomorrow smoke,0
895,superb grateful mean opportunity happier tomorrow today,0
896,hope week checking,0
897,hope agent drop booked thing year boston nyc experiment,0
898,thursday night work,0
899,free ringtone waiting collected simply text password mix verify usher britney fml,1
900,probably money worry thing coming due outstanding invoice work month ago,0
901,possible teach,0
902,wonder phone battery dead love babe,0
903,lovely smell bus tobacco,0
904,worried derek taylor assumed worst,0
905,hey charles sorry late reply,0
906,lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap,1
907,give grinule greet speak,0
908,white fudge oreo store,0
909,january male hot gay chat cheaper call national rate cheap peak stop text call,1
910,love long leave zaher word happy sad left miss,0
911,sorry hurt,0
912,feel nauseous pissed eat sweet week today planning pig dieting week hungry,0
913,early project meeting,0
914,call waiting call,0
915,carlos chip,0
916,send reminder today wonderful weekend,0
917,msg iam addicted msging wrong bcoz iam addicted sweet friend bslvyl,0
918,hey gave photo registered driving tomorrow meet yck,0
919,talk word,0
920,wana,0
921,school pls send ashley number,0
922,fine avalarr hollalater,0
923,attend round today reach home,0
924,deleted website blogging,0
925,wait chikku send aftr min,0
926,diet ate slice pizza yesterday ugh diet,0
927,give kvb acc detail,0
928,,0
929,money lucky winner claim prize text money give away text rate,1
930,sorry find term,0
931,congratulation ore owo enjoy wish happy moment fro,0
932,samus shoulder,0
933,time campus,0
934,dear matthew call landline complimentary lux tenerife holiday cash await collection sae,1
935,dun wear jean,0
936,side fever vomitin,0
937,college,0
938,urgent call landline complimentary tenerife holiday cash await collection sae box,1
939,made friday stuffed pig yesterday feel bleh writhing pain kind bleh,0
940,sell coin sell coin paypal voila money back life pocket,0
941,lot place hospital medical place safe,0
942,touch folk waiting company txt back age opt enjoy community,1
943,sorta blown couple time recently text blue weed,0
944,score sophas secondary application school applying research cost contact joke ogunrinde school expensive,0
945,wait photo,0
946,currently pound maximize send box,1
947,hey booked sat lesson sat night free meet confirm lodging,0
948,chk belovd dict,0
949,time,0
950,awesome,0
951,shb,0
952,beautiful truth gravity read carefully heart feel light feel heavy leaf night,0
953,remember dobby bowl car,0
954,filthy story girl waiting,1
955,sorry message yar poor night tomorrow brand room sleep,0
956,love decision feeling decide love life simpler magical,0
957,welp apparently retired,0
958,sort code acc bank natwest reply confirm person,0
959,,0
960,sick time,0
961,urgent contact today draw show prize guaranteed call land line claim,1
962,watching cartoon listening music amp eve temple amp church,0
963,chad gymnastics class site christian class full,0
964,buzy,0
965,catch sell,0
966,night menu noon menu,0
967,back beautiful necklace token heart give wife give call wait,0
968,aptitude class,0
969,sort house,0
970,yar wan horse racing today mah eat earlier ate chicken rice,0
971,haha awesome omw back,0
972,thk shop close,0
973,account number,0
974,send wrongly lar,0
975,hey crap nite borin boggy boring biatch wait nxt time ave,0
976,talk,0
977,hesitate time weakness notebook eat day changed day,0
978,hey pay salary,0
979,month chocolate weed alcohol,0
980,started searching job great potential talent,0
981,reckon town eightish walk carpark,0
982,congrats mobile videophones call videochat wid mate play java game dload polyph music noline rentl,1
983,fuckin time fuck,0
984,guess dropped,0
985,carlos minute,0
986,office call,0
987,geeee miss fuck wait year loving kiss,0
988,yun ubi wan call ubi cres ubi tech,0
989,ugh drive back butt sore,0
990,july,0
991,relaxing time day party night home tomorrow,0
992,wan stripe skirt,0
993,xmas story peace xmas message love xmas miracle jesus hav blessed month ahead amp wish merry xmas,0
994,number,0
995,change escalator,0
996,yetunde class run water make pls,0
997,lot happened feel quiet beth aunt charlie working lot helen,0
998,wait bus stop aft lect lar dun car back pick,0
999,aight comin,0
1000,heard tat,0
1001,call customer service representative freephone guaranteed cash prize,1
1002,great bhaji told kallis cricketer sachin world tough,0
1003,syllabus,0
1004,umma,0
1005,give sec,0
1006,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call call,1
1007,hold cud pick bout pub,0
1008,poyyarikatur kolathupalayam unjalur post erode dis,0
1009,dear hero leaving qatar tonite apt touch email kerala,0
1010,mom fit family crazy terrible,0
1011,home babe awake,0
1012,close oredi,0
1013,buy pizza meat lover supreme pick,0
1014,told wats matter,0
1015,dear regret cudnt pick frm ctla cochin mobile car ente style ishtamayoo happy bakrid,0
1016,free week nokia tone mob week txt nokia txting mate pobox,1
1017,send exe mail,0
1018,watching home bored,0
1019,wait check,0
1020,afternoon glorious anniversary day sweet hope find happy content prey send teasing kiss coaxing image fond souveniers,0
1021,guess secretly fancy find give call landline,1
1022,tonight,0
1023,call pls,0
1024,pattern recently crap weekend,0
1025,sore throat scratch talk,0
1026,plm office,0
1027,asleep,0
1028,forgot bring babe,0
1029,find,0
1030,foreign stamp country lecture,0
1031,bathe liao,0
1032,happy year,0
1033,sheffield play game bos nanny give raise give,0
1034,zoe hit fucking shitin defo hardest love million lekdog,0
1035,baby back mom setting computer filling belly loverboy miss sigh,0
1036,blanket sufficient,0
1037,naughty flirt flirt flirt loving gettin hurt hurt hurt gud,0
1038,edison rightly fool question wise answer speechless viva,0
1039,talking,0
1040,today college atten class,0
1041,class holla,0
1042,easy selected mean,0
1043,mmm roast iaod drink indian,0
1044,fancy call find pobox,1
1045,round,0
1046,change sentence concentrate educational career leaving,0
1047,flirting txt girl bloke age girl zoe join chatting,1
1048,walked hour doesnaot show believe,0
1049,day kickoff informed latest news result daily unsubscribe send euro stop,1
1050,available soiree june,0
1051,time place sell close,0
1052,job hospital data analysis start monday thesis finished,0
1053,jay impatient belligerent,0
1054,hiya comin bristol week april rudi yr eve drunk bak college work sends ink bath,0
1055,work call,0
1056,drive,0
1057,ard,0
1058,female throwing deciding,0
1059,eastenders quiz flower dot compare violet tulip lily txt chance win cash,1
1060,working technical support voice field,0
1061,kerala prepared leave finalise plan travel finish urgent work,0
1062,time library class point eve,0
1063,local date area lot registered area reply date start,1
1064,fine bitch,0
1065,mum dentist,0
1066,free call sir waiting,0
1067,meeting work tel work tomorrow,0
1068,asked dating service contact guess call revealed,1
1069,jus finish bathing,0
1070,alright make car back tonight,0
1071,urgent contact today draw show prize guaranteed call land line claim,1
